day,month,year,bin.id,vase.id,loc.id,com.id,paired.com.id,diversity.treatment,depth,disease.treatment,family.id,table,tray,cell.id,color,alive,shoot.no,length.1,length.2,length.3,length.4,length.5,length.6,length.7,Notes
11,october,2017,3,23,1,V71,V71,poly,mid,disease,M9,2,16,11E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,23,2,V71,V71,poly,mid,disease,M10,1,8,1F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,23,3,V71,V71,poly,mid,disease,M12,2,9,8F,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,23,4,V71,V71,poly,mid,disease,M6,2,14,1B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,24,1,V49,V49,mono,mid,disease,M10,2,11,3E,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,24,2,V49,V49,mono,mid,disease,M10,1,7,11D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,24,3,V49,V49,mono,mid,disease,M10,1,6,2D,blue,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,24,4,V49,V49,mono,mid,disease,M10,2,14,1D,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,25,1,V56,V55,poly,mid,control,M11,2,12,12F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,25,2,V56,V55,poly,mid,control,M12,1,2,8C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,25,3,V56,V55,poly,mid,control,M4,2,16,5A,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,25,4,V56,V55,poly,mid,control,M3,1,7,4F,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,26,1,V50,V49,mono,mid,control,M10,2,16,9F,pink,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,26,2,V50,V49,mono,mid,control,M10,1,4,8F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,26,3,V50,V49,mono,mid,control,M10,1,1,4D,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,26,4,V50,V49,mono,mid,control,M10,2,15,6B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,27,1,V116,V115,poly,mix,control,M3,1,5,10F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,27,2,V116,V115,poly,mix,control,M11,1,3,10F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,27,3,V116,V115,poly,mix,control,S10,2,15,3D,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,27,4,V116,V115,poly,mix,control,D2,1,8,2F,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,28,1,V102,V101,poly,deep,control,D11,2,11,4B,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,28,2,V102,V101,poly,deep,control,D9,1,8,2C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,28,3,V102,V101,poly,deep,control,D4,1,1,10F,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,28,4,V102,V101,poly,deep,control,D10,2,10,2D,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,29,1,V55,V55,poly,mid,disease,M11,2,14,5A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,29,2,V55,V55,poly,mid,disease,M12,1,6,12A,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,29,3,V55,V55,poly,mid,disease,M4,2,14,9B,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,29,4,V55,V55,poly,mid,disease,M3,1,4,11F,purple,1,4,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,30,1,V115,V115,poly,mix,disease,M3,1,8,3A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,30,2,V115,V115,poly,mix,disease,M11,2,13,7F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,30,3,V115,V115,poly,mix,disease,S10,2,9,5D,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,3,30,4,V115,V115,poly,mix,disease,D2,1,2,7D,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,31,1,V12,V11,mono,shallow,control,S6,2,15,10E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,31,2,V12,V11,mono,shallow,control,S6,2,9,2C,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,31,3,V12,V11,mono,shallow,control,S6,1,8,8E,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,31,4,V12,V11,mono,shallow,control,S6,1,6,3E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,32,1,V11,V11,mono,shallow,disease,S6,2,13,2B,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,32,2,V11,V11,mono,shallow,disease,S6,2,16,1E,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,32,3,V11,V11,mono,shallow,disease,S6,1,6,6E,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,32,4,V11,V11,mono,shallow,disease,S6,1,3,8A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,33,1,V37,V37,mono,mid,disease,M3,2,14,8E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,33,2,V37,V37,mono,mid,disease,M3,1,8,6A,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,33,3,V37,V37,mono,mid,disease,M3,2,14,12D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,33,4,V37,V37,mono,mid,disease,M3,1,4,11E,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,34,1,V63,V63,poly,mid,disease,M8,1,8,2A,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,34,2,V63,V63,poly,mid,disease,M6,1,6,4F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,34,3,V63,V63,poly,mid,disease,M4,2,13,6E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,34,4,V63,V63,poly,mid,disease,M11,1,8,6E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,35,1,V60,V59,poly,mid,control,M6,1,2,6D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,35,2,V60,V59,poly,mid,control,M3,2,11,7C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,35,3,V60,V59,poly,mid,control,M4,1,1,9C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,35,4,V60,V59,poly,mid,control,M12,2,11,6B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,36,1,V59,V59,poly,mid,disease,M6,1,7,12F,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,36,2,V59,V59,poly,mid,disease,M3,2,16,2D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,36,3,V59,V59,poly,mid,disease,M4,1,5,1B,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,36,4,V59,V59,poly,mid,disease,M12,2,10,1A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,37,1,V114,V113,poly,mix,control,S6,2,14,11F,pink,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,37,2,V114,V113,poly,mix,control,M12,1,1,12F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,37,3,V114,V113,poly,mix,control,D6,1,5,10E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,37,4,V114,V113,poly,mix,control,S3,2,14,4A,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,38,1,V38,V37,mono,mid,control,M3,2,11,1C,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,38,2,V38,V37,mono,mid,control,M3,1,7,5F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,38,3,V38,V37,mono,mid,control,M3,2,13,9F,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,38,4,V38,V37,mono,mid,control,M3,1,1,1F,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,39,1,V64,V63,poly,mid,control,M8,2,12,1D,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,39,2,V64,V63,poly,mid,control,M6,1,5,6F,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,39,3,V64,V63,poly,mid,control,M4,2,9,10E,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,39,4,V64,V63,poly,mid,control,M11,1,7,7A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,40,1,V113,V113,poly,mix,disease,S6,2,14,11C,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,40,2,V113,V113,poly,mix,disease,M12,1,7,3F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,40,3,V113,V113,poly,mix,disease,D6,1,3,5C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,4,40,4,V113,V113,poly,mix,disease,S3,2,9,8C,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,41,1,V94,V93,poly,deep,control,D9,2,12,10A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,41,2,V94,V93,poly,deep,control,D3,1,8,5B,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,41,3,V94,V93,poly,deep,control,D6,1,2,10C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,41,4,V94,V93,poly,deep,control,D10,2,16,5E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,42,1,V90,V89,mono,deep,control,D11,2,9,4C,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,42,2,V90,V89,mono,deep,control,D11,1,3,12D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,42,3,V90,V89,mono,deep,control,D11,2,15,6C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,42,4,V90,V89,mono,deep,control,D11,1,2,11A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,43,1,V122,V121,poly,mix,control,S1,1,1,3D,pink,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,43,2,V122,V121,poly,mix,control,D2,2,15,9C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,43,3,V122,V121,poly,mix,control,D9,1,4,1B,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,43,4,V122,V121,poly,mix,control,M10,2,15,11F,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,44,1,V89,V89,mono,deep,disease,D11,2,16,3A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,44,2,V89,V89,mono,deep,disease,D11,1,3,12A,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,44,3,V89,V89,mono,deep,disease,D11,2,10,3C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,44,4,V89,V89,mono,deep,disease,D11,1,1,11B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,45,1,V54,V53,mono,mid,control,M12,1,3,12C,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,45,2,V54,V53,mono,mid,control,M12,2,14,3F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,45,3,V54,V53,mono,mid,control,M12,2,16,12D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,45,4,V54,V53,mono,mid,control,M12,2,10,10F,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,46,1,V53,V53,mono,mid,disease,M12,1,8,4A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,46,2,V53,V53,mono,mid,disease,M12,1,1,9F,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,46,3,V53,V53,mono,mid,disease,M12,2,11,11E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,46,4,V53,V53,mono,mid,disease,M12,2,16,7E,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,47,1,V125,V125,poly,mix,disease,D2,2,9,10F,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,47,2,V125,V125,poly,mix,disease,M6,1,1,9B,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,47,3,V125,V125,poly,mix,disease,S11,2,16,10F,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,47,4,V125,V125,poly,mix,disease,D10,2,12,12D,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,48,1,V121,V121,poly,mix,disease,S1,1,4,8B,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,48,2,V121,V121,poly,mix,disease,D2,2,12,1E,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,48,3,V121,V121,poly,mix,disease,D9,1,3,9F,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,48,4,V121,V121,poly,mix,disease,M10,2,12,4F,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,49,1,V126,V125,poly,mix,control,D2,2,16,3F,pink,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,49,2,V126,V125,poly,mix,control,M6,1,8,4B,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,49,3,V126,V125,poly,mix,control,S11,1,7,2A,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,49,4,V126,V125,poly,mix,control,D10,2,11,7A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,50,1,V93,V93,poly,deep,disease,D9,2,14,10A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,50,2,V93,V93,poly,deep,disease,D3,1,8,1C,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,50,3,V93,V93,poly,deep,disease,D6,1,2,9C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,5,50,4,V93,V93,poly,deep,disease,D10,2,15,2B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,51,1,V91,V91,poly,deep,disease,D1,1,1,9A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,51,2,V91,V91,poly,deep,disease,D3,2,13,8E,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,51,3,V91,V91,poly,deep,disease,D8,2,16,10A,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,51,4,V91,V91,poly,deep,disease,D2,1,4,4B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,52,1,V33,V33,poly,shallow,disease,S12,2,9,2D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,52,2,V33,V33,poly,shallow,disease,S1,1,7,1C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,52,3,V33,V33,poly,shallow,disease,S3,2,12,4A,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,52,4,V33,V33,poly,shallow,disease,S5,1,4,9C,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,53,1,V65,V65,poly,mid,disease,M3,2,15,1F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,53,2,V65,V65,poly,mid,disease,M11,1,4,8D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,53,3,V65,V65,poly,mid,disease,M7,1,3,10D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,53,4,V65,V65,poly,mid,disease,M10,2,13,5B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,54,1,V77,V77,mono,deep,disease,D3,1,4,5E,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,54,2,V77,V77,mono,deep,disease,D3,1,5,1A,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,54,3,V77,V77,mono,deep,disease,D3,2,16,2E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,54,4,V77,V77,mono,deep,disease,D3,2,11,10C,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,55,1,V66,V65,poly,mid,control,M3,2,12,3F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,55,2,V66,V65,poly,mid,control,M11,1,5,4E,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,55,3,V66,V65,poly,mid,control,M7,2,15,6E,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,55,4,V66,V65,poly,mid,control,M10,2,14,1F,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,56,1,V78,V77,mono,deep,control,D3,1,6,12C,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,56,2,V78,V77,mono,deep,control,D3,1,6,8D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,56,3,V78,V77,mono,deep,control,D3,2,15,4A,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,56,4,V78,V77,mono,deep,control,D3,2,11,8D,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,57,1,V20,V19,poly,shallow,control,S5,2,10,1F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,57,2,V20,V19,poly,shallow,control,S10,1,6,3D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,57,3,V20,V19,poly,shallow,control,S2,2,13,9D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,57,4,V20,V19,poly,shallow,control,S3,1,3,1A,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,58,1,V92,V91,poly,deep,control,D1,1,4,12D,pink,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,58,2,V92,V91,poly,deep,control,D3,2,12,5E,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,58,3,V92,V91,poly,deep,control,D8,2,10,4C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,58,4,V92,V91,poly,deep,control,D2,1,3,5B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,59,1,V34,V33,poly,shallow,control,S12,2,16,9A,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,59,2,V34,V33,poly,shallow,control,S1,1,6,7A,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,59,3,V34,V33,poly,shallow,control,S3,2,13,5C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,59,4,V34,V33,poly,shallow,control,S5,1,3,1D,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,60,1,V19,V19,poly,shallow,disease,S5,2,16,5F,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,60,2,V19,V19,poly,shallow,disease,S10,1,4,10B,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,60,3,V19,V19,poly,shallow,disease,S2,1,5,10D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,6,60,4,V19,V19,poly,shallow,disease,S3,2,14,1C,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,61,1,V43,V43,mono,mid,disease,M7,2,12,12A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,61,2,V43,V43,mono,mid,disease,M7,2,16,12C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,61,3,V43,V43,mono,mid,disease,M7,1,7,7D,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,61,4,V43,V43,mono,mid,disease,M7,1,8,6F,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,62,1,V29,V29,poly,shallow,disease,S1,1,5,11C,pink,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,62,2,V29,V29,poly,shallow,disease,S11,2,10,9A,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,62,3,V29,V29,poly,shallow,disease,S4,1,7,8C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,62,4,V29,V29,poly,shallow,disease,S6,2,12,1C,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,63,1,V85,V85,mono,deep,disease,D9,2,15,5E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,63,2,V85,V85,mono,deep,disease,D9,2,16,7B,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,63,3,V85,V85,mono,deep,disease,D9,1,1,8B,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,63,4,V85,V85,mono,deep,disease,D9,1,2,4D,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,64,1,V57,V57,poly,mid,disease,M9,1,6,6C,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,64,2,V57,V57,poly,mid,disease,M12,2,9,8B,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,64,3,V57,V57,poly,mid,disease,M4,1,3,2E,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,64,4,V57,V57,poly,mid,disease,M10,2,13,8A,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,65,1,V41,V41,mono,mid,disease,M6,2,12,11A,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,65,2,V41,V41,mono,mid,disease,M6,1,5,2B,yellow,1,3,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,65,3,V41,V41,mono,mid,disease,M6,1,4,4F,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,65,4,V41,V41,mono,mid,disease,M6,2,16,1C,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,66,1,V42,V41,mono,mid,control,M6,2,9,2E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,66,2,V42,V41,mono,mid,control,M6,2,10,9D,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,66,3,V42,V41,mono,mid,control,M6,1,2,11F,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,66,4,V42,V41,mono,mid,control,M6,1,6,6B,purple,1,4,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,67,1,V58,V57,poly,mid,control,M9,1,4,4C,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,67,2,V58,V57,poly,mid,control,M12,2,12,5C,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,67,3,V58,V57,poly,mid,control,M4,1,7,4C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,67,4,V58,V57,poly,mid,control,M10,2,16,12B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,68,1,V30,V29,poly,shallow,control,S1,1,4,9D,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,68,2,V30,V29,poly,shallow,control,S11,2,12,2A,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,68,3,V30,V29,poly,shallow,control,S4,1,5,11F,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,68,4,V30,V29,poly,shallow,control,S6,2,10,5B,purple,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,69,1,V44,V43,mono,mid,control,M7,1,2,7A,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,69,2,V44,V43,mono,mid,control,M7,2,11,10E,yellow,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,69,3,V44,V43,mono,mid,control,M7,1,2,11D,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,69,4,V44,V43,mono,mid,control,M7,1,7,7B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,70,1,V86,V85,mono,deep,control,D9,2,12,6F,pink,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,70,2,V86,V85,mono,deep,control,D9,2,9,1E,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,70,3,V86,V85,mono,deep,control,D9,1,1,1C,blue,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,7,70,4,V86,V85,mono,deep,control,D9,1,6,7B,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,71,1,V23,V23,poly,shallow,disease,S1,1,2,7E,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,71,2,V23,V23,poly,shallow,disease,S5,2,16,12E,yellow,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,71,3,V23,V23,poly,shallow,disease,S11,1,5,2D,blue,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,71,4,V23,V23,poly,shallow,disease,S3,1,1,10C,purple,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,72,1,V24,V23,poly,shallow,control,S1,1,3,3C,pink,1,1,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,72,2,V24,V23,poly,shallow,control,S5,2,13,4D,yellow,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,72,3,V24,V23,poly,shallow,control,S11,1,8,5C,blue,0,0,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,72,4,V24,V23,poly,shallow,control,S3,1,2,9B,purple,1,2,NA,NA,NA,NA,NA,NA,NA,NA
11,october,2017,8,73,1,V16,V15,mono,shallow,control,S11,2,11,8E,pink,1,3,NA,NA,NA,NA,NA,NA,NA,NA
